index,key,english,thai,status,notes
3957,Real_Dev/520,,,untranslated,
3958,Real_Dev/521,,,untranslated,
3959,Real_Dev/522,,,untranslated,
3960,Real_Dev/523,,,untranslated,
3961,Real_Dev/524,,,untranslated,
3962,Real_Dev/525,,,untranslated,
3963,Real_Dev/526,,,untranslated,
3964,Real_Dev/527,,,untranslated,
3965,Real_Dev/528,,,untranslated,
3966,Real_Dev/529,,,untranslated,
3967,Real_Dev/530,,,untranslated,
3968,Real_Dev/531,,,untranslated,
3969,Real_Dev/532,,,untranslated,
3970,Real_Dev/533,,,untranslated,
3971,Real_Dev/534,,,untranslated,
3972,Real_Dev/535,,,untranslated,
3973,Real_Dev/536,,,untranslated,
3974,Real_Dev/537,,,untranslated,
3975,Real_Dev/538,,,untranslated,
3976,Real_Dev/539,,,untranslated,
3977,Real_Dev/540,,,untranslated,
3978,Real_Dev/541,,,untranslated,
3979,Real_Dev/542,,,untranslated,
3980,Real_Dev/543,,,untranslated,
3981,Real_Dev/544,,,untranslated,
3982,Real_Dev/545,,,untranslated,
3983,Real_Dev/546,,,untranslated,
3984,Real_Dev/547,,,untranslated,
3985,Real_Dev/548,,,untranslated,
3986,Real_Dev/549,,,untranslated,
3987,Real_Dev/550,,,untranslated,
3988,Real_Dev/551,,,untranslated,
3989,Real_Dev/552,,,untranslated,
3990,Real_Dev/553,,,untranslated,
3991,Real_Dev/554,,,untranslated,
3992,Real_Dev/555,,,untranslated,
3993,Real_Dev/556,,,untranslated,
3994,Real_Dev/557,,,untranslated,
3995,Real_Dev/558,,,untranslated,
3996,Real_Dev/559,,,untranslated,
3997,Real_Dev/560,,,untranslated,
3998,Real_Dev/561,,,untranslated,
3999,Real_Dev/562,,,untranslated,
4000,Real_Dev/563,,,untranslated,
4001,Real_Dev/564,,,untranslated,
4002,Real_Dev/565,,,untranslated,
4003,Real_Dev/566,,,untranslated,
4004,Real_Dev/567,,,untranslated,
4005,Real_Dev/568,,,untranslated,
4006,Real_Dev/569,,,untranslated,
4007,Real_Dev/570,,,untranslated,
4008,Real_Dev/571,,,untranslated,
4009,Real_Dev/572,,,untranslated,
4010,Real_Dev/573,,,untranslated,
4011,Real_Dev/574,,,untranslated,
4012,Real_Dev/575,,,untranslated,
4013,Real_Dev/576,,,untranslated,
4014,Real_Dev/577,,,untranslated,
4015,Real_Dev/578,,,untranslated,
4016,Real_Dev/579,,,untranslated,
4017,Real_Dev/580,,,untranslated,
4018,Real_Dev/581,,,untranslated,
4019,Real_Dev/582,,,untranslated,
4020,Real_Dev/583,,,untranslated,
4021,Real_Dev/584,,,untranslated,
4022,Real_Dev/585,,,untranslated,
4023,Real_Dev/586,,,untranslated,
4024,Real_Dev/587,,,untranslated,
4025,Real_Dev/588,,,untranslated,
4026,Real_Dev/589,,,untranslated,
4027,Real_Dev/590,,,untranslated,
4028,Real_Dev/591,,,untranslated,
4029,Real_Dev/592,,,untranslated,
4030,Real_Dev/593,,,untranslated,
4031,Real_Dev/594,,,untranslated,
4032,Real_Dev/595,,,untranslated,
4033,Real_Dev/596,,,untranslated,
4034,Real_Dev/597,,,untranslated,
4035,Real_Dev/598,,,untranslated,
4036,Real_Dev/599,,,untranslated,
4037,Real_Dev/600,,,untranslated,
4038,Real_Dev/601,,,untranslated,
4039,Real_Dev/602,,,untranslated,
4040,Real_Dev/603,,,untranslated,
4041,Real_Dev/604,,,untranslated,
4042,Real_Dev/605,,,untranslated,
4043,Real_Dev/606,,,untranslated,
4044,Real_Dev/607,,,untranslated,
4045,Real_Dev/608,,,untranslated,
4046,Real_Dev/609,,,untranslated,
4047,Real_Dev/610,,,untranslated,
4048,Real_Dev/611,,,untranslated,
4049,Real_Dev/612,,,untranslated,
4050,Real_Dev/613,,,untranslated,
4051,Real_Dev/614,,,untranslated,
4052,Real_Dev/615,,,untranslated,
4053,Real_Dev/616,,,untranslated,
4054,Real_Dev/617,,,untranslated,
4055,Real_Dev/618,,,untranslated,
4056,Real_Dev/619,,,untranslated,
4057,Real_Dev/620,,,untranslated,
4058,Real_Dev/621,,,untranslated,
4059,Real_Dev/622,,,untranslated,
4060,Real_Dev/623,,,untranslated,
4061,Real_Dev/624,,,untranslated,
4062,Real_Dev/625,,,untranslated,
4063,Real_Dev/626,,,untranslated,
4064,Real_Dev/627,,,untranslated,
4065,Real_Dev/628,,,untranslated,
4066,Real_Dev/629,,,untranslated,
4067,Real_Dev/630,,,untranslated,
4068,Real_Dev/631,,,untranslated,
4069,Real_Dev/632,,,untranslated,
4070,Real_Dev/633,,,untranslated,
4071,Real_Dev/634,,,untranslated,
4072,Real_Dev/635,,,untranslated,
4073,Real_Dev/636,,,untranslated,
4074,Real_Dev/637,,,untranslated,
4075,Real_Dev/638,,,untranslated,
4076,Real_Dev/639,,,untranslated,
4077,Real_Dev/640,,,untranslated,
4078,Real_Dev/641,,,untranslated,
4079,Real_Dev/642,,,untranslated,
4080,Real_Dev/643,,,untranslated,
4081,Real_Dev/644,,,untranslated,
4082,Real_Dev/645,,,untranslated,
4083,Real_Dev/646,,,untranslated,
4084,Real_Dev/647,,,untranslated,
4085,Real_Dev/648,,,untranslated,
4086,Real_Dev/649,,,untranslated,
4087,Real_Dev/650,,,untranslated,
4088,Real_Dev/651,,,untranslated,
4089,Real_Dev/652,,,untranslated,
4090,Real_Dev/653,,,untranslated,
4091,Real_Dev/654,,,untranslated,
4092,Real_Dev/655,,,untranslated,
4093,Real_Dev/656,,,untranslated,
4094,Real_Dev/657,,,untranslated,
4095,Real_Dev/658,,,untranslated,
4096,Real_Dev/659,,,untranslated,
4097,Real_Dev/660,,,untranslated,
4098,Real_Dev/661,,,untranslated,
4099,Real_Dev/662,,,untranslated,
4100,Real_Dev/663,,,untranslated,
4101,Real_Dev/664,,,untranslated,
4102,Real_Dev/665,,,untranslated,
4103,Real_Dev/666,,,untranslated,
4104,Real_Dev/667,,,untranslated,
4105,Real_Dev/668,,,untranslated,
4106,Real_Dev/669,,,untranslated,
4107,Real_Dev/670,,,untranslated,
4108,Real_Dev/671,,,untranslated,
4109,Real_Dev/672,,,untranslated,
4110,Real_Dev/673,,,untranslated,
4111,Real_Dev/674,,,untranslated,
4112,Real_Dev/675,,,untranslated,
4113,Real_Dev/676,,,untranslated,
4114,Real_Dev/677,,,untranslated,
4115,Real_Dev/678,,,untranslated,
4116,Real_Dev/679,,,untranslated,
4117,Real_Dev/680,,,untranslated,
4118,Real_Dev/681,,,untranslated,
4119,Real_Dev/682,,,untranslated,
4120,Real_Dev/683,,,untranslated,
4121,Real_Dev/684,,,untranslated,
4122,Real_Dev/685,,,untranslated,
4123,Real_Dev/686,,,untranslated,
4124,Real_Dev/687,,,untranslated,
4125,Real_Dev/688,,,untranslated,
4126,Real_Dev/689,,,untranslated,
4127,Real_Dev/690,,,untranslated,
4128,Real_Dev/691,,,untranslated,
4129,Real_Dev/692,,,untranslated,
4130,Real_Dev/693,,,untranslated,
4131,Real_Dev/694,,,untranslated,
4132,Real_Dev/695,,,untranslated,
4133,Real_Dev/696,,,untranslated,
4134,Real_Dev/697,,,untranslated,
4135,Real_Dev/698,,,untranslated,
4136,Real_Dev/699,,,untranslated,
4137,Real_Dev/700,,,untranslated,
4138,Real_Dev/701,,,untranslated,
4139,Real_Dev/702,,,untranslated,
4140,Real_Dev/703,,,untranslated,
4141,Real_Dev/704,,,untranslated,
4142,Real_Dev/705,,,untranslated,
4143,Real_Dev/706,,,untranslated,
4144,Real_Dev/707,,,untranslated,
4145,Real_Dev/708,,,untranslated,
4146,Real_Dev/709,,,untranslated,
4147,Real_Dev/710,,,untranslated,
4148,Real_Dev/711,,,untranslated,
4149,Real_Dev/712,,,untranslated,
4150,Real_Dev/713,,,untranslated,
4151,Real_Dev/714,,,untranslated,
4152,Real_Dev/715,,,untranslated,
4153,Real_Dev/716,,,untranslated,
4154,Real_Dev/717,,,untranslated,
4155,Real_Dev/718,,,untranslated,
4156,Real_Dev/719,,,untranslated,
4157,Real_Dev/720,,,untranslated,
4158,Real_Dev/721,,,untranslated,
4159,Real_Dev/722,,,untranslated,
4160,Real_Dev/723,,,untranslated,
4161,Real_Dev/724,,,untranslated,
4162,Real_Dev/725,,,untranslated,
4163,Real_Dev/726,,,untranslated,
4164,Real_Dev/727,,,untranslated,
4165,Real_Dev/728,,,untranslated,
4166,Real_Dev/729,,,untranslated,
4167,Real_Dev/730,,,untranslated,
4168,Real_Dev/731,,,untranslated,
4169,Real_Dev/732,,,untranslated,
4170,Real_Dev/733,,,untranslated,
4171,Real_Dev/734,,,untranslated,
4172,Real_Dev/735,,,untranslated,
4173,Real_Dev/736,,,untranslated,
4174,Real_Dev/737,,,untranslated,
4175,Real_Dev/738,,,untranslated,
4176,Real_Dev/739,,,untranslated,
4177,Real_Dev/740,,,untranslated,
4178,Real_Dev/741,,,untranslated,
4179,Real_Dev/742,,,untranslated,
4180,Real_Dev/743,,,untranslated,
4181,Real_Dev/744,,,untranslated,
4182,Real_Dev/745,,,untranslated,
4183,Real_Dev/746,,,untranslated,
4184,Real_Dev/747,,,untranslated,
4185,Real_Dev/748,,,untranslated,
4186,Real_Dev/749,,,untranslated,
4187,Real_Dev/750,,,untranslated,
4188,Real_Dev/751,,,untranslated,
4189,Real_Dev/752,,,untranslated,
4190,Real_Dev/753,,,untranslated,
4191,Real_Dev/754,,,untranslated,
4192,Real_Dev/755,,,untranslated,
4193,Real_Dev/756,,,untranslated,
4194,Real_Dev/757,,,untranslated,
4195,Real_Dev/758,,,untranslated,
4196,Real_Dev/759,,,untranslated,
4197,Real_Dev/760,,,untranslated,
4198,Real_Dev/761,,,untranslated,
4199,Real_Dev/762,,,untranslated,
4200,Real_Dev/763,,,untranslated,
4201,Real_Dev/764,,,untranslated,
4202,Real_Dev/765,,,untranslated,
4203,Real_Dev/766,,,untranslated,
4204,Real_Dev/767,,,untranslated,
4205,Real_Dev/768,,,untranslated,
4206,Real_Dev/769,,,untranslated,
4207,Real_Dev/770,,,untranslated,
4208,Real_Dev/771,,,untranslated,
4209,Real_Dev/772,,,untranslated,
4210,Real_Dev/773,,,untranslated,
4211,Real_Dev/774,,,untranslated,
4212,Real_Dev/775,,,untranslated,
4213,Real_Dev/776,,,untranslated,
4214,Real_Dev/777,,,untranslated,
4215,Real_Dev/778,,,untranslated,
4216,Real_Dev/779,,,untranslated,
4217,Real_Dev/780,,,untranslated,
4218,Real_Dev/781,,,untranslated,
4219,Real_Dev/782,,,untranslated,
4220,Real_Dev/783,,,untranslated,
4221,Real_Dev/784,,,untranslated,
4222,Real_Dev/785,,,untranslated,
4223,Real_Dev/786,,,untranslated,
4224,Real_Dev/787,,,untranslated,
4225,Real_Dev/788,,,untranslated,
4226,Real_Dev/789,,,untranslated,
4227,Real_Dev/790,,,untranslated,
4228,Real_Dev/791,,,untranslated,
4229,Real_Dev/792,,,untranslated,
4230,Real_Dev/793,,,untranslated,
4231,Real_Dev/794,,,untranslated,
4232,Real_Dev/795,,,untranslated,
4233,Real_Dev/796,,,untranslated,
4234,Real_Dev/797,,,untranslated,
4235,Real_Dev/798,,,untranslated,
4236,Real_Dev/799,,,untranslated,
4237,Real_Dev/800,,,untranslated,
4238,Real_Dev/801,,,untranslated,
4239,Real_Dev/802,,,untranslated,
4240,Real_Dev/803,,,untranslated,
4241,Real_Dev/804,,,untranslated,
4242,Real_Dev/805,,,untranslated,
4243,Real_Dev/806,,,untranslated,
4244,Real_Dev/807,,,untranslated,
4245,Real_Dev/808,,,untranslated,
4246,Real_Dev/809,,,untranslated,
4247,Real_Dev/810,,,untranslated,
4248,Real_Dev/811,,,untranslated,
4249,Real_Dev/812,,,untranslated,
4250,Real_Dev/813,,,untranslated,
4251,Real_Dev/814,,,untranslated,
4252,Real_Dev/815,,,untranslated,
4253,Real_Dev/816,,,untranslated,
4254,Real_Dev/817,,,untranslated,
4255,Real_Dev/818,,,untranslated,
4256,Real_Dev/819,,,untranslated,
4257,Real_Dev/820,,,untranslated,
4258,Real_Dev/821,,,untranslated,
4259,Real_Dev/822,,,untranslated,
4260,Real_Dev/823,,,untranslated,
4261,Real_Dev/824,,,untranslated,
4262,Real_Dev/825,,,untranslated,
4263,Real_Dev/826,,,untranslated,
4264,Real_Dev/827,,,untranslated,
4265,Real_Dev/828,,,untranslated,
4266,Real_Dev/829,,,untranslated,
4267,Real_Dev/830,,,untranslated,
4268,Real_Dev/831,,,untranslated,
4269,Real_Dev/832,,,untranslated,
4270,Real_Dev/833,,,untranslated,
4271,Real_Dev/834,,,untranslated,
4272,Real_Dev/835,,,untranslated,
4273,Real_Dev/836,,,untranslated,
4274,Real_Dev/837,,,untranslated,
4275,Real_Dev/838,,,untranslated,
4276,Real_Dev/839,,,untranslated,
4277,Real_Dev/840,,,untranslated,
4278,Real_Dev/841,,,untranslated,
4279,Real_Dev/842,,,untranslated,
4280,Real_Dev/843,,,untranslated,
4281,Real_Dev/844,,,untranslated,
4282,Real_Dev/845,,,untranslated,
4283,Real_Dev/846,,,untranslated,
4284,Real_Dev/847,,,untranslated,
4285,Real_Dev/848,,,untranslated,
4286,Real_Dev/849,,,untranslated,
4287,Real_Dev/850,,,untranslated,
4288,Real_Dev/851,,,untranslated,
4289,Real_Dev/852,,,untranslated,
4290,Real_Dev/853,,,untranslated,
4291,Real_Dev/854,,,untranslated,
4292,Real_Dev/855,,,untranslated,
4293,Real_Dev/856,,,untranslated,
4294,Real_Dev/857,,,untranslated,
4295,Real_Dev/858,,,untranslated,
4296,Real_Dev/859,,,untranslated,
4297,Real_Dev/860,,,untranslated,
4298,Real_Dev/861,,,untranslated,
4299,Real_Dev/862,,,untranslated,
4300,Real_Dev/863,,,untranslated,
4301,Real_Dev/864,,,untranslated,
4302,Real_Dev/865,,,untranslated,
4303,Real_Dev/866,,,untranslated,
4304,Real_Dev/867,,,untranslated,
4305,Real_Dev/868,,,untranslated,
4306,Real_Dev/869,,,untranslated,
4307,Real_Dev/870,,,untranslated,
4308,Real_Dev/871,,,untranslated,
4309,Real_Dev/872,,,untranslated,
4310,Real_Dev/873,,,untranslated,
4311,Real_Dev/874,,,untranslated,
4312,Real_Dev/875,,,untranslated,
4313,Real_Dev/876,,,untranslated,
4314,Real_Dev/877,,,untranslated,
4315,Real_Dev/878,,,untranslated,
4316,Real_Dev/879,,,untranslated,
4317,Real_Dev/880,,,untranslated,
4318,Real_Dev/881,,,untranslated,
4319,Real_Dev/882,,,untranslated,
4320,Real_Dev/883,,,untranslated,
4321,Real_Dev/884,,,untranslated,
4322,Real_Dev/885,,,untranslated,
4323,Real_Dev/886,,,untranslated,
4324,Real_Dev/887,,,untranslated,
4325,Real_Dev/888,,,untranslated,
4326,Real_Dev/889,,,untranslated,
4327,Real_Dev/890,,,untranslated,
4328,Real_Dev/891,,,untranslated,
4329,Real_Dev/892,,,untranslated,
4330,Real_Dev/893,,,untranslated,
4331,Real_Dev/894,,,untranslated,
4332,Real_Dev/895,,,untranslated,
4333,Real_Dev/896,,,untranslated,
4334,Real_Dev/897,,,untranslated,
4335,Real_Dev/898,,,untranslated,
4336,Real_Dev/899,,,untranslated,
4337,Real_Dev/900,,,untranslated,
4338,Real_Dev/901,,,untranslated,
4339,Real_Dev/902,,,untranslated,
4340,Real_Dev/903,,,untranslated,
4341,Real_Dev/904,,,untranslated,
4342,Real_Dev/905,,,untranslated,
4343,Real_Dev/906,,,untranslated,
4344,Real_Dev/907,,,untranslated,
4345,Real_Dev/908,,,untranslated,
4346,Real_Dev/909,,,untranslated,
4347,Real_Dev/910,,,untranslated,
4348,Real_Dev/911,,,untranslated,
4349,Real_Dev/912,,,untranslated,
4350,Real_Dev/913,,,untranslated,
4351,Real_Dev/914,,,untranslated,
4352,Real_Dev/915,,,untranslated,
4353,Real_Dev/916,,,untranslated,
4354,Real_Dev/917,,,untranslated,
4355,Real_Dev/918,,,untranslated,
4356,Real_Dev/919,,,untranslated,
4357,Real_Dev/920,,,untranslated,
4358,Real_Dev/921,,,untranslated,
4359,Real_Dev/922,,,untranslated,
4360,Real_Dev/923,,,untranslated,
4361,Real_Dev/924,,,untranslated,
4362,Real_Dev/925,,,untranslated,
4363,Real_Dev/926,,,untranslated,
4364,Real_Dev/927,,,untranslated,
4365,Real_Dev/928,,,untranslated,
4366,Real_Dev/929,,,untranslated,
4367,Real_Dev/930,,,untranslated,
4368,Real_Dev/931,,,untranslated,
4369,Real_Dev/932,,,untranslated,
4370,Real_Dev/933,,,untranslated,
4371,Real_Dev/934,,,untranslated,
4372,Real_Dev/935,,,untranslated,
4373,Real_Dev/936,,,untranslated,
4374,Real_Dev/937,,,untranslated,
4375,Real_Dev/938,,,untranslated,
4376,Real_Dev/939,,,untranslated,
4377,Real_Dev/940,,,untranslated,
4378,Real_Dev/941,,,untranslated,
4379,Real_Dev/942,,,untranslated,
4380,Real_Dev/943,,,untranslated,
4381,Real_Dev/944,,,untranslated,
4382,Real_Dev/945,,,untranslated,
4383,Real_Dev/946,,,untranslated,
4384,Real_Dev/947,,,untranslated,
4385,Real_Dev/948,,,untranslated,
4386,Real_Dev/949,,,untranslated,
4387,Real_Dev/950,,,untranslated,
4388,Real_Dev/951,,,untranslated,
4389,Real_Dev/952,,,untranslated,
4390,Real_Dev/953,,,untranslated,
4391,Real_Dev/954,,,untranslated,
4392,Real_Dev/955,,,untranslated,
4393,Real_Dev/956,,,untranslated,
4394,Real_Dev/957,,,untranslated,
4395,Real_Dev/958,,,untranslated,
4396,Real_Dev/959,,,untranslated,
4397,Real_Dev/960,,,untranslated,
4398,Real_Dev/961,,,untranslated,
4399,Real_Dev/962,,,untranslated,
4400,Real_Dev/963,,,untranslated,
4401,Real_Dev/964,,,untranslated,
4402,Real_Dev/965,,,untranslated,
4403,Real_Dev/966,,,untranslated,
4404,Real_Dev/967,,,untranslated,
4405,Real_Dev/968,,,untranslated,
4406,Real_Dev/969,,,untranslated,
4407,Real_Dev/970,,,untranslated,
4408,Real_Dev/971,,,untranslated,
4409,Real_Dev/972,,,untranslated,
4410,Real_Dev/973,,,untranslated,
4411,Real_Dev/974,,,untranslated,
4412,Real_Dev/975,,,untranslated,
4413,Real_Dev/976,,,untranslated,
4414,Real_Dev/977,,,untranslated,
4415,Real_Dev/978,,,untranslated,
4416,Real_Dev/979,,,untranslated,
4417,Real_Dev/980,,,untranslated,
4418,Real_Dev/981,,,untranslated,
4419,Real_Dev/982,,,untranslated,
4420,Real_Dev/983,,,untranslated,
4421,Real_Dev/984,,,untranslated,
4422,Real_Dev/985,,,untranslated,
4423,Real_Dev/986,,,untranslated,
4424,Real_Dev/987,,,untranslated,
4425,Real_Dev/988,,,untranslated,
4426,Real_Dev/989,,,untranslated,
4427,Real_Dev/990,,,untranslated,
4428,Real_Dev/991,,,untranslated,
4429,Real_Dev/992,,,untranslated,
4430,Real_Dev/993,,,untranslated,
4431,Real_Dev/994,,,untranslated,
4432,Real_Dev/995,,,untranslated,
4433,Real_Dev/996,,,untranslated,
4434,Real_Dev/997,,,untranslated,
4435,Real_Dev/998,,,untranslated,
4436,Real_Dev/999,,,untranslated,
4437,DM_Ends/Finalest1,Hello! I've come to apply for a job.,สวัสดีครับ! ผมมาสมัครงาน,draft,
4438,DM_Ends/Finalest2,"Your visitor pass? And as what, if you don't mind my asking?",ขอบัตรผู้มาติดต่อด้วย แล้วจะสมัครตำแหน่งอะไรหรือ ถ้าไม่รังเกียจที่ผมถาม?,draft,
4439,DM_Ends/Finalest3,"Oh, yes, of course, here! I want to get a job here as a security guard.",อ้อ ได้ครับ นี่เลย! ผมอยากสมัครเป็นเจ้าหน้าที่รักษาความปลอดภัยที่นี่,draft,
4440,DM_Ends/Finalest4,"Ah, a fellow colleague-to-be!",อ้อ ว่าที่เพื่อนร่วมงานนี่เอง!,draft,
4441,DM_Ends/Finalest5,"Go on, good luck with the interview!",เข้าไปเลย ขอให้สัมภาษณ์ผ่านนะ!,draft,
4442,DM_Ends/Finalest6,Thank you! Have a good shift!,ขอบคุณครับ! ขอให้ทำงานราบรื่นนะครับ!,draft,
4443,DM_Ends/Zaziv,"Checkpoint staff, please proceed to the elevator",เจ้าหน้าที่ประจำด่านตรวจ โปรดไปยังลิฟต์,draft,
4444,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,,,untranslated,
4445,Правила /Для Японского транслитерация катаканой,,,untranslated,
4446,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",,,untranslated,
4447,Правила /Для Китайского и Корейского фонетическая транслитерация иероглифами.,,,untranslated,
4448,Правила /Для Японского транслитерация катаканой,,,untranslated,
4449,"Правила /Если в названии есть общипринятые термины типа Восточная, Западная, Европа, Америка и тд - Неоригинальную часть переводить, остальную транслитерировать с легкой шлифовкой по необходимости.",,,untranslated,
4450,Doc_Loc/Psionicheskiy_erit_Name,Erythrocytus Psionicus,Erythrocytus Psionicus,draft,
4451,Doc_Loc/Gribnaya_spora_Name,Spora Satanica,Spora Satanica,draft,
4452,Doc_Loc/Gribnoy_erit_Name,Erythrocytus Mycoticus,Erythrocytus Mycoticus,draft,
4453,Doc_Loc/Ognennyy_erit_Name,Erythrocytus Ignitus,Erythrocytus Ignitus,draft,
4454,Doc_Loc/Magicheskiy_kristallik_Name,Crystallus Arcanus,Crystallus Arcanus,draft,
4455,Doc_Loc/Magicheskiy_erit_Name,Erythrocytus Arcanus,Erythrocytus Arcanus,draft,
4456,Doc_Loc/Prizrak-pozhiratel_Name,Phantasma Vorax,Phantasma Vorax,draft,
4457,Doc_Loc/Pustoy_erit_Name,Erythrocytus Vacuus,Erythrocytus Vacuus,draft,
4458,Doc_Loc/List_s_zaklinaniem_Name,Folium Incantatum,Folium Incantatum,draft,
4459,Doc_Loc/Pechatnyy_erit_Name,Erythrocytus Sigillatus,Erythrocytus Sigillatus,draft,
4460,Doc_Loc/Tsifrovoy_erit_Name,Erythrocytus Digitalis,Erythrocytus Digitalis,draft,
4461,Doc_Loc/Memeticheckiy_virus_Name,Virus Memeticum,Virus Memeticum,draft,
4462,Doc_Loc/Kvadratnyy_erit_Name,Erythrocytus Quadratus,Erythrocytus Quadratus,draft,
4463,Doc_Loc/Psionicheskiy_erit_Desc,An erythrocyte infected with psionic parasitic energy,เม็ดเลือดแดงที่ติดเชื้อพลังงานปรสิตไซโอนิก,draft,
4464,Doc_Loc/Gribnaya_spora_Desc,"A fungal spore that parasitizes psionic cells. Affects the erythrocyte's eye, jamming the psionic link.",สปอร์เชื้อราที่อาศัยเป็นปรสิตในเซลล์ไซโอนิก ส่งผลต่อดวงตาของเม็ดเลือดแดงและรบกวนการเชื่อมต่อไซโอนิก,draft,
4465,Doc_Loc/Gribnoy_erit_Desc,An erythrocyte whose psi-link has been severed forever.,เม็ดเลือดแดงที่การเชื่อมต่อไซโอนิกถูกตัดขาดตลอดกาล,draft,
4466,Doc_Loc/Ognennyy_erit_Desc,Eternal flame. A harbinger.,เปลวไฟนิรันดร์ ผู้ส่งสัญญาณล่วงหน้า,draft,
4467,Doc_Loc/Magicheskiy_kristallik_Desc,A crystalline mineral of unknown origin. Surrounds erythrocytes with a protective magical field.,แร่ผลึกซึ่งไม่ทราบต้นกำเนิด ล้อมเม็ดเลือดแดงด้วยสนามเวทมนตร์ป้องกัน,draft,
4468,Doc_Loc/Magicheskiy_erit_Desc,An erythrocyte enclosed in a spherical magical field that protects against psionic infection.,เม็ดเลือดแดงภายในสนามเวทมนตร์ทรงกลมซึ่งป้องกันการติดเชื้อไซโอนิก,draft,
4469,Doc_Loc/Prizrak-pozhiratel_Desc,A minor incorporeal parasite. Passes through magical barriers and devours the contents of erythrocytes.,ปรสิตไร้กายภาพระดับต่ำ ผ่านสิ่งกีดขวางเวทมนตร์และกินสิ่งที่อยู่ภายในเม็ดเลือดแดง,draft,
4470,Doc_Loc/Pustoy_erit_Desc,A cell deprived of its spiritual particle. Sacrifices itself to protect others.,เซลล์ที่สูญเสียอนุภาควิญญาณ สละตัวเองเพื่อปกป้องเซลล์อื่น,draft,
4471,Doc_Loc/List_s_zaklinaniem_Desc,A sheet imbued with scripture. Separates psionic structures,แผ่นกระดาษที่อาบด้วยคัมภีร์ แยกโครงสร้างไซโอนิกออกจากกัน,draft,
4472,Doc_Loc/Pechatnyy_erit_Desc,"A material, anchored embodiment of the cell.",ร่างจำแลงทางวัตถุของเซลล์ซึ่งถูกตรึงไว้,draft,
4473,Doc_Loc/Tsifrovoy_erit_Desc,A digital embodiment of the cell.,ร่างจำแลงดิจิทัลของเซลล์,draft,
4474,Doc_Loc/Memeticheckiy_virus_Desc,A memetic virus capable of rewriting the structure of matter.,ไวรัสมีมที่สามารถเขียนโครงสร้างของสสารขึ้นใหม่,draft,
4475,Doc_Loc/Kvadratnyy_erit_Desc,An unnatural erythrocyte that should not exist.,เม็ดเลือดแดงผิดธรรมชาติซึ่งไม่ควรมีอยู่,draft,
4476,Hints/Tutor_099,"From time to time, the instructions will require you to check documents for symbols and marks visible only under UV light.",บางครั้งคำสั่งจะกำหนดให้ตรวจสัญลักษณ์และรอยบนเอกสารที่มองเห็นได้เฉพาะใต้แสง UV,draft,
4477,Hints/Tutor_100,You can turn it on or off using this button.,คุณเปิดหรือปิดมันได้ด้วยปุ่มนี้,draft,
4478,Hints/Tutor_101,Now hold the document in the area lit by the UV lamp.,ถือเอกสารไว้ในบริเวณที่แสงจากหลอด UV ส่องถึง,draft,
4479,Hints/Tutor_102,"There's the mark you were looking for! You know what to do. If not, check the instructions.",พบรอยที่ต้องการแล้ว! คุณรู้ว่าต้องทำอะไร ถ้าไม่รู้ ให้ตรวจคำสั่ง,draft,
4480,Hints/Tutor_103,Today you need to conduct testing using the Rorschach test.,วันนี้คุณต้องทำการทดสอบด้วยแบบทดสอบรอร์ชาค,draft,
4481,Hints/Tutor_104,Open the right drawer.,เปิดลิ้นชักด้านขวา,draft,
4482,Hints/Tutor_105,Press the stack of forms to take one.,กดกองแบบฟอร์มเพื่อหยิบหนึ่งแผ่น,draft,
4483,Hints/Tutor_106,Now drag the form onto the visitor to hand it over for them to fill out.,ตอนนี้ลากแบบฟอร์มไปยังผู้มาเยือนเพื่อส่งให้กรอก,draft,
4484,Hints/Tutor_107,"Great, the visitor has filled out and returned the form. Carefully compare their answers with the instructions and do what's required!",ดีมาก ผู้มาเยือนกรอกและส่งแบบฟอร์มคืนแล้ว เปรียบเทียบคำตอบกับคำสั่งอย่างละเอียด แล้วทำตามที่กำหนด!,draft,
4485,Hints/Tutor_108,"To carry out the express tests, you first need to take a blood sample.",ก่อนทำชุดตรวจเร่งด่วน คุณต้องเก็บตัวอย่างเลือดก่อน,draft,
4486,Hints/Tutor_109,Click on the stack of blood type rapid tests to get one of them.,กดกองชุดตรวจกรุ๊ปเลือดแบบเร่งด่วนเพื่อหยิบหนึ่งชุด,draft,
4487,Hints/Tutor_110,Now you need to apply blood to the test strip in sequence. One...,ตอนนี้หยดเลือดลงบนแถบทดสอบตามลำดับ หนึ่ง...,draft,
4488,Hints/Tutor_111,Two…,สอง…,draft,
4489,Hints/Tutor_112,Three…,สาม…,draft,
4490,Hints/Tutor_113,Now compare the result with the decoding table. Then check it against the instructions.,เปรียบเทียบผลกับตารางอ่านค่า แล้วตรวจเทียบกับคำสั่ง,draft,
4491,Hints/Tutor_114,Other rapid tests work similarly: simply add a drop of blood to the strip and compare the results with the chart. Good luck!,ชุดตรวจเร่งด่วนอื่นทำงานคล้ายกัน เพียงหยดเลือดหนึ่งหยดลงบนแถบแล้วเปรียบเทียบผลกับตาราง ขอให้โชคดี!,draft,
4492,Hints/Tutor_115,Today you need to look for a specific anomaly.,วันนี้คุณต้องค้นหาสิ่งผิดปกติชนิดที่กำหนด,draft,
